gene_name	length	exons
MYLIP	3078	7
MYLK	8032	33
MYLK-AS1	1002	5
MYLK-AS2	503	3
MYLK2	2806	13
MYLK3	8219	14
MYLK4	5773	13
MYLPF	662	7
MYNN	6223	11
MYO10	11220	39
MYO15A	10011	46
MYO15B	9080	56
MYO16	7364	34
MYO16-AS1	550	3
MYO18A	7447	41
MYO18B	8321	42
MYO19	4893	29
MYO1A	3611	28
MYO1B	4639	27
MYO1C	4743	30
MYO1D	6270	24
MYO1E	4788	25
MYO1F	3851	25
MYO1G	3301	22
MYO1H	3903	27
MYO3A	5612	33
MYO3B	6198	35
MYO5A	11703	36
MYO5B	8791	35
MYO5C	6182	33
MYO6	8775	34
MYO7A	7421	45
MYO7B	5375	37
MYO9A	8253	38
MYO9B	7533	39
MYOC	2048	3
MYOCD	8578	14
MYOD1	1809	3
MYOF	6311	49
MYOG	1536	3
MYOM1	5885	38
MYOM2	5048	37
MYOM3	5465	34
MYOT	2500	12
MYOZ1	1589	6
MYOZ2	2603	6
MYOZ3	4084	8
MYPN	6540	26
MYPOP	1890	3
MYRF	5945	27
MYRFL	2903	22
MYRIP	5184	18
MYSM1	7629	18
MYT1	5430	21
MYT1L	8116	25
MYT1L-AS1	3244	2
MYZAP	2411	13
MZB1	831	4
MZF1	4476	8
MZF1-AS1	2612	6
MZT1	2415	3
MZT2A	696	3
MZT2B	936	3
N4BP1	7004	6
N4BP2	9684	18
N4BP2L1	4648	9
N4BP2L2	5628	15
N4BP2L2-IT2	4891	1
N4BP3	5992	5
N6AMT1	1731	8
N6AMT2	877	5
NAA10	1168	9
NAA11	1518	2
NAA15	5574	20
NAA16	4783	21
NAA20	1340	7
NAA25	5752	23
NAA30	4480	5
NAA35	2316	20
NAA38	1001	2
NAA40	3797	8
NAA50	6300	6
NAA60	3263	10
NAAA	2574	12
NAALAD2	3027	18
NAALADL1	2618	17
NAALADL2	4805	13
NAALADL2-AS1	374	3
NAALADL2-AS2	810	3
NAALADL2-AS3	412	4
NAB1	4479	10
NAB2	2718	7
NABP1	4702	9
NABP2	1408	7
NACA	3504	12
NACA2	771	1
NACAD	4621	7
NACAP1	704	1
NACC1	4506	6
NACC2	6905	6
NADK	4325	18
NADK2	4092	14
NADSYN1	2318	20
NAE1	1935	21
NAF1	2322	9
NAGA	3735	9
NAGK	1811	10
NAGLU	2788	6
NAGPA	2219	10
NAGPA-AS1	1239	2
NAGS	2079	7
NAIF1	3400	2
NAIP	6384	15
NALCN	6007	36
NALCN-AS1	2854	8
NAMA	2243	10
NAMPT	4592	11
NANOG	3443	5
NANOGNB	911	4
NANOS1	4628	1
NANOS2	1565	1
NANOS3	835	2
NANP	3801	2
NANS	1246	6
NAP1L1	7589	17
NAP1L2	2575	1
NAP1L3	2759	1
NAP1L4	2534	16
NAP1L5	1959	1
NAP1L6	2045	1
NAPA	2285	13
NAPA-AS1	660	4
NAPB	6674	15
NAPEPLD	9048	7
NAPG	3727	12
NAPRT	1599	12
NAPSA	1401	9
NAPSB	1339	9
NARF	1958	12
NARFL	2120	11
NARR	842	3
NARS	2746	13
NARS2	2570	15
NASP	3306	15
NAT1	4927	11
NAT10	3495	24
NAT14	1353	3
NAT16	2939	4
NAT2	1319	2
NAT6	2679	4
NAT8	1075	2
NAT8B	833	1
NAT8L	5874	3
NAT9	4252	16
NATD1	4788	3
NAV1	13419	32
NAV2	11906	43
NAV2-AS2	855	2
NAV2-AS4	1373	4
NAV2-AS5	3309	3
NAV3	9812	39
NBAS	6260	44
NBAT1	2298	3
NBEA	11866	51
NBEAL1	7971	46
NBEAL2	7737	45
NBEAP1	551	3
NBL1	3442	11
NBN	4838	17
NBPF1	4500	19
NBPF10	1772	11
NBPF11	5358	20
NBPF12	4478	17
NBPF13P	1155	6
NBPF14	3574	12
NBPF15	4317	17
NBPF18P	1010	6
NBPF20	3448	14
NBPF22P	2635	7
NBPF25P	4874	20
NBPF3	4157	15
NBPF4	2192	12
NBPF6	1916	13
NBPF7	1406	7
NBPF8	4090	13
NBPF9	7423	16
NBR1	5211	22
NBR2	1371	5
NCALD	4410	10
NCAM1	8551	25
NCAM1-AS1	716	3
NCAM2	4899	17
NCAN	6421	15
NCAPD2	4470	29
NCAPD3	5396	33
NCAPG	4873	22
NCAPG2	5817	29
NCAPH	6387	19
NCAPH2	3766	19
NCBP1	5298	22
NCBP2	2845	7
NCBP2-AS2	1392	1
NCCRP1	1979	6
NCDN	3874	9
NCEH1	4770	7
NCF1	1470	11
NCF1B	1444	7
NCF1C	1453	11
NCF2	2715	17
NCF4	1851	11
NCK1	4693	6
NCK1-AS1	1510	5
NCK2	2673	6
NCKAP1	4760	29
NCKAP1L	3432	27
NCKAP5	7614	20
NCKAP5L	4913	13
NCKIPSD	3105	14
NCL	2606	13
NCLN	3748	15
NCMAP	3994	4
NCOA1	9452	23
NCOA2	6001	22
NCOA3	8508	25
NCOA4	3864	12
NCOA5	3215	8
NCOA6	7077	15
NCOA7	7860	19
NCOA7-AS1	499	3
NCOR1	10922	48
NCOR1P1	421	2
NCOR2	7991	44
NCR1	1160	7
NCR2	1205	7
NCR3	1524	6
NCR3LG1	6387	5
NCRNA00250	522	3
NCRUPAR	487	1
NCS1	5019	9
NCSTN	2986	17
NDC1	4899	19
NDC80	1820	14
NDE1	4014	11
NDEL1	2443	10
NDFIP1	3516	7
NDFIP2	4729	9
NDFIP2-AS1	434	3
NDN	1898	1
NDNF	2875	4
NDNL2	1669	1
NDOR1	5033	16
NDP	2005	3
NDRG1	3518	14
NDRG2	3009	22
NDRG3	2950	14
NDRG4	4489	21
NDST1	8248	16
NDST2	4011	15
NDST3	5961	14
NDST4	3357	14
NDUFA1	489	3
NDUFA10	4925	10
NDUFA11	2944	6
NDUFA12	587	4
NDUFA13	547	5
NDUFA2	1624	5
NDUFA3	358	4
NDUFA4	2062	4
NDUFA4L2	1193	5
NDUFA5	6774	15
NDUFA6	1187	3
NDUFA6-AS1	1663	5
NDUFA7	589	4
NDUFA8	847	4
NDUFA9	1620	11
NDUFAB1	672	5
NDUFAF1	1737	6
NDUFAF2	723	4
NDUFAF3	1843	8
NDUFAF4	2414	3
NDUFAF4P1	2329	1
NDUFAF5	2471	13
NDUFAF6	1755	8
NDUFAF7	2170	10
NDUFB1	422	3
NDUFB10	701	4
NDUFB11	1259	4
NDUFB2	499	4
NDUFB2-AS1	1650	2
NDUFB3	782	4
NDUFB4	1915	4
NDUFB5	1065	6
NDUFB6	865	4
NDUFB7	549	3
NDUFB8	1225	7
NDUFB9	1074	6
NDUFC1	1935	10
NDUFC2	4183	6
NDUFC2-KCTD14	2440	4
NDUFS1	3456	19
NDUFS2	2588	16
NDUFS3	966	7
NDUFS4	681	5
NDUFS5	679	4
NDUFS6	552	4
NDUFS7	794	8
NDUFS8	811	7
NDUFV1	1840	11
NDUFV2	938	8
NDUFV2-AS1	849	4
NDUFV3	2134	4
NEAT1	26478	2
NEB	3490	22
NEBL	14129	16
NEBL-AS1	635	3
NECAB1	5153	13
NECAB2	1619	13
NECAB3	2187	14
NECAP1	2601	8
NECAP2	2194	9
NEDD1	3978	16
NEDD4	7728	29
NEDD4L	9711	34
NEDD8	629	4
NEDD8-MDP1	779	7
NEDD9	5738	11
NEFH	3723	4
NEFL	3845	5
NEFM	3631	4
NEGR1	5676	7
NEGR1-IT1	537	3
NEIL1	2924	13
NEIL2	3190	8
NEIL3	2412	10
NEK1	5807	32
NEK10	4629	40
NEK11	3343	19
NEK2	3410	10
NEK3	2802	18
NEK4	3742	16
NEK5	2858	21
NEK6	3166	14
NEK7	4142	10
NEK8	2561	13
NEK9	5402	21
NELFA	2479	11
NELFB	2586	13
NELFCD	2209	14
NELFE	1572	11
NELL1	3242	20
NELL2	4152	22
NEMF	4263	31
NEMP1	5701	10
NEMP2	3646	9
NENF	953	4
NEO1	6338	24
NES	5561	4
NET1	4413	14
NETO1	8187	14
NETO2	3726	10
NEU1	2077	6
NEU2	1145	2
NEU3	2751	3
NEU4	2958	7
NEURL1	4321	6
NEURL1-AS1	1070	5
NEURL1B	6419	5
NEURL2	1859	3
NEURL3	2076	7
NEURL4	5387	30
NEUROD1	3004	2
NEUROD2	3034	2
NEUROD4	3958	2
NEUROD6	2163	2
NEUROG1	1669	1
NEUROG2	2289	2
NEUROG3	1257	2
NEXN	3123	11
NEXN-AS1	2295	3
NF1	12262	50
NF1P2	974	8
NF2	7141	19
NFAM1	5610	6
NFASC	10846	31
NFAT5	14015	18
NFATC1	6186	13
NFATC2	8326	13
NFATC2IP	3866	8
NFATC3	6537	12
NFATC4	11219	17
NFE2	2053	5
NFE2L1	4880	6
NFE2L2	3520	7
NFE2L3	3714	4
NFIA	10095	14
NFIA-AS1	396	4
NFIA-AS2	2047	9
NFIB	9193	14
NFIC	8180	12
NFIL3	2673	4
NFIX	5905	13
NFKB1	4148	25
NFKB2	4351	26
NFKBIA	1573	6
NFKBIB	2831	9
NFKBID	1846	12
NFKBIE	2587	6
NFKBIL1	1789	6
NFKBIZ	4211	14
NFRKB	5067	25
NFS1	2436	13
NFU1	1471	9
NFX1	6164	25
NFXL1	4217	26
NFYA	6229	10
NFYB	3490	8
NFYC	5162	19
NFYC-AS1	3183	1
NGB	1880	4
NGDN	1845	12
NGEF	3459	16
NGF	1052	3
NGFR	3426	6
NGFRAP1	2716	5
NGLY1	2874	14
NGRN	2089	4
NHEG1	1363	3
NHEJ1	2111	8
NHLH1	2561	2
NHLH2	3012	4
NHLRC1	2135	1
NHLRC2	6403	11
NHLRC3	3717	8
NHLRC4	4109	3
NHP2	858	4
NHP2L1	1736	4
NHS	9141	10
NHS-AS1	386	3
NHSL1	7841	9
NHSL2	3686	8
NICN1	3233	6
NID1	5750	19
NID2	4923	21
NIF3L1	2167	9
NIFK	1745	7
NIFK-AS1	3115	7
NIM1K	3280	5
NIN	10558	29
NINJ1	1285	4
NINJ2	1463	6
NINL	4689	22
NIP7	2324	5
NIPA1	6595	6
NIPA2	3795	11
NIPAL1	2196	6
NIPAL2	2267	12
NIPAL3	5438	12
NIPAL4	3285	6
NIPBL	11427	44
NIPBL-AS1	5335	1
NIPSNAP1	2203	10
NIPSNAP3A	1639	6
NIPSNAP3B	6760	8
NISCH	7794	21
NIT1	3376	10
NIT2	1281	10
NKAIN1	2929	7
NKAIN2	3480	9
NKAIN3	3187	9
NKAIN4	1437	7
NKAP	1594	9
NKAPL	1663	1
NKAPP1	2423	3
NKD1	8726	10
NKD2	1952	10
NKG7	830	4
NKILA	2599	1
NKIRAS1	2000	5
NKIRAS2	2802	8
NKPD1	4691	4
NKRF	4128	5
NKTR	7083	15
NKX1-1	1349	2
NKX1-2	973	2
NKX2-1	2899	4
NKX2-1-AS1	1777	2
NKX2-2	2082	2
NKX2-3	2098	2
NKX2-4	1621	2
NKX2-5	4432	4
NKX2-6	908	2
NKX2-8	1805	2
NKX3-1	5816	6
NKX3-2	2243	2
NKX6-1	1119	3
NKX6-2	1022	3
NKX6-3	553	2
NLE1	2900	14
NLGN1	4954	7
NLGN1-AS1	818	4
NLGN2	4653	7
NLGN3	3932	7
NLGN4X	6688	9
NLGN4Y	6773	11
NLGN4Y-AS1	536	4
NLK	3549	11
NLN	8674	13
NLRC3	5864	13
NLRC4	3460	10
NLRC5	4085	16
NLRP1	5855	17
NLRP10	2022	2
NLRP11	3537	9
NLRP12	3188	6
NLRP13	2754	8
NLRP14	3147	8
NLRP2	3225	12
NLRP3	5228	9
NLRP4	3171	7
NLRP5	2922	8
NLRP6	2865	9
NLRP7	3031	9
NLRP8	3428	7
NLRP9	2977	6
NLRX1	4662	13
NMB	1310	4
NMBR	1357	3
NMD3	2646	15
NME1	1037	6
NME1-NME2	956	6
NME2	1382	8
NME3	1019	5
NME4	2791	10
NME5	1232	6
NME6	3621	9
NME7	1684	13
NME8	2183	17
NME9	2145	12
NMI	1379	7
NMNAT1	4402	7
NMNAT2	5708	11
NMNAT3	2073	6
NMRAL1	1856	8
NMRK1	1460	10
NMRK2	1199	9
NMS	495	10
NMT1	4627	10
NMT2	6448	14
NMU	984	11
NMUR1	3277	3
NMUR2	2068	4
NNAT	1305	3
NNMT	1581	3
NNT	4869	23
NNT-AS1	3307	3
NOA1	2279	7
NOB1	1784	9
NOBOX	2086	10
NOC2L	2589	17
NOC3L	3383	20
NOC4L	1700	15
NOCT	1987	3
NOD1	4000	8
NOD2	4594	7
NODAL	2089	3
NOG	1893	1
NOL10	3419	20
NOL11	2642	18
NOL12	2846	6
NOL3	2704	11
NOL4	4637	14
NOL4L	6996	12
NOL6	4455	23
NOL7	882	8
NOL8	5581	19
NOL9	6724	12
NOLC1	4241	15
NOM1	6088	11
NOMO1	4044	29
NOMO2	4236	30
NOMO3	4113	29
NONO	3231	13
NOP10	537	2
NOP14	4290	20
NOP14-AS1	3870	4
NOP16	3061	10
NOP2	3260	19
NOP56	2307	13
NOP58	1706	13
NOP9	6232	12
NOS1	12092	30
NOS1AP	7122	12
NOS2	3711	24
NOS3	5694	28
NOSIP	1257	9
NOSTRIN	2500	18
NOTCH1	8864	31
NOTCH2	11528	32
NOTCH2NL	5323	5
NOTCH3	7333	28
NOTCH4	6846	29
NOTO	1451	3
NOTUM	2228	11
NOV	2606	5
NOVA1	4297	6
NOVA2	1881	4
NOX1	2542	13
NOX3	2058	14
NOX4	5514	26
NOX5	3356	19
NOXA1	1715	14
NOXO1	1884	11
NOXRED1	1862	6
NPAP1	8054	1
NPAS1	2054	11
NPAS2	3934	20
NPAS3	5984	13
NPAS4	3310	8
NPAT	5803	16
NPB	619	2
NPBWR1	988	1
NPBWR2	1003	1
NPC1	4839	25
NPC1L1	5400	21
NPC2	902	5
NPDC1	1537	9
NPEPL1	2445	15
NPEPPS	4253	22
NPFF	595	3
NPFFR1	1315	4
NPFFR2	2455	6
NPHP1	2825	21
NPHP3	5298	26
NPHP3-ACAD11	6875	38
NPHP3-AS1	2501	11
NPHP4	5333	31
NPHS1	4738	27
NPHS2	1882	8
NPIPA1	1110	8
NPIPA2	1096	8
NPIPA3	1106	8
NPIPA5	1096	8
NPIPA7	1167	8
NPIPA8	1167	8
NPIPB11	3505	8
NPIPB15	1395	7
NPIPB3	3632	12
NPIPB4	4057	8
NPIPB5	3823	7
NPIPB6	1412	7
NPIPB8	1306	7
NPIPB9	1499	8
NPL	4051	15
NPLOC4	4611	18
NPM1	1792	12
NPM2	1732	11
NPM3	883	6
NPNT	4626	13
NPPA	857	3
NPPA-AS1	1666	4
NPPB	701	3
NPPC	704	3
NPR1	3977	20
NPR2	3452	22
NPR3	7555	9
NPRL2	1675	11
NPRL3	3637	16
NPS	325	3
NPSR1	2329	13
NPSR1-AS1	6197	9
NPTN	2474	10
NPTN-IT1	2607	1
NPTX1	5442	5
NPTX2	2718	5
NPTXR	5820	5
NPVF	1191	3
NPW	1018	2
NPY	564	4
NPY1R	2961	3
NPY2R	3630	2
NPY4R	1959	3
NPY5R	1847	4
NPY6R	2989	2
NQO1	2834	7
NQO2	1797	10
NR0B1	1587	2
NR0B2	1273	2
NR1D1	2783	8
NR1D2	5508	10
NR1H2	2100	10
NR1H3	2514	14
NR1H4	2744	14
NR1I2	4591	10
NR1I3	1438	10
NR2C1	4770	16
NR2C2	8496	15
NR2C2AP	1574	7
NR2E1	3362	10
NR2E3	2929	10
NR2F1	3729	3
NR2F1-AS1	7038	14
NR2F2	6116	6
NR2F2-AS1	1839	12
NR2F6	1808	4
NR3C1	11771	16
NR3C2	5907	9
NR4A1	3953	11
NR4A2	3539	8
NR4A3	6494	10
NR5A1	3102	7
NR5A2	5234	9
NR6A1	7532	12
NRADDP	1016	4
NRAP	2259	14
NRARP	2622	1
NRAS	4461	7
NRAV	1899	2
NRBF2	1905	4
NRBP1	2217	18
NRBP2	3684	17
NRCAM	6348	30
NRD1	3911	31
NRDE2	4024	14
NREP	3905	16
NREP-AS1	614	4
NRF1	3936	14
NRG1	8332	21
NRG1-IT1	635	5
NRG1-IT3	508	3
NRG2	4016	12
NRG3	4235	13
NRG3-AS1	494	4
NRG4	2187	6
NRGN	1241	5
NRIP1	7560	4
NRIP2	2783	6
NRIP3	3816	7
NRIR	836	4
NRK	7946	28
NRL	1977	3
NRM	2597	9
NRN1	2718	7
NRN1L	636	3
NRON	2731	1
NRP1	6047	18
NRP2	7807	18
NRROS	2556	3
NRSN1	2412	4
NRSN2	2390	4
NRSN2-AS1	1397	3
NRTN	1106	2
NRXN1	10676	26
NRXN2	7328	24
NRXN3	20689	24
NSA2	1510	7
NSD1	13212	25
NSDHL	1487	8
NSF	4161	23
NSFL1C	3898	12
NSFP1	594	7
NSG1	2970	8
NSL1	14255	8
NSMAF	3603	29
NSMCE1	922	7
NSMCE2	1112	7
NSMCE4A	1405	11
NSMF	3587	15
NSRP1	2464	6
NSUN2	3259	18
NSUN3	1441	6
NSUN4	6466	10
NSUN5	4685	13
NSUN5P1	2767	12
NSUN5P2	1638	10
NSUN6	2581	11
NSUN7	3710	12
NT5C	1494	7
NT5C1A	1113	6
NT5C1B	3387	13
NT5C1B-RDH14	3138	12
NT5C2	3553	19
NT5C3A	2065	11
NT5C3B	1913	10
NT5DC1	3141	12
NT5DC2	2375	15
NT5DC3	7228	14
NT5E	4077	9
NT5M	1593	5
NTAN1	1174	9
NTF3	2506	3
NTF4	1001	2
NTHL1	1073	6
NTM	4433	11
NTM-IT	767	3
NTMT1	2536	10
NTN1	5961	7
NTN3	1992	6
NTN4	3625	10
NTN5	1766	6
NTNG1	3565	11
NTNG2	3099	8
NTPCR	907	5
NTRK1	2876	19
NTRK2	20749	24
NTRK3	5260	22
NTRK3-AS1	2667	4
NTS	1243	4
NTSR1	4136	4
NTSR2	1612	4
NUAK1	6828	7
NUAK2	3444	7
NUB1	3294	16
NUBP1	1298	11
NUBP2	1637	9
NUBPL	3324	12
NUCB1	2498	12
NUCB1-AS1	435	2
NUCB2	1626	14
NUCKS1	6471	7
NUDC	1822	9
NUDCD1	4093	11
NUDCD2	952	4
NUDCD3	4923	6
NUDT1	1093	9
NUDT10	2656	4
NUDT11	2398	2
NUDT12	3666	8
NUDT13	2268	10
NUDT14	872	5
NUDT15	2685	4
NUDT16	13085	8
NUDT16L1	1685	4
NUDT16P1	2833	4
NUDT17	1099	8
NUDT18	1524	5
NUDT19	2970	3
NUDT2	1123	6
NUDT21	4414	7
NUDT22	1157	7
NUDT3	2399	5
NUDT4	5293	8
NUDT4P1	3801	5
NUDT4P2	3838	5
NUDT5	1214	10
NUDT6	1174	5
NUDT7	1332	6
NUDT8	1212	5
NUDT9	2904	9
NUDT9P1	1078	1
NUF2	2138	15
NUFIP1	3497	10
NUFIP2	10884	4
NUGGC	3796	18
NUMA1	7427	28
NUMB	3439	11
NUMBL	3584	10
NUP107	2987	26
NUP133	3927	24
NUP153	6053	23
NUP155	4878	34
NUP160	5257	35
NUP188	5003	38
NUP205	5552	38
NUP210	6709	36
NUP210L	5251	35
NUP210P1	881	5
NUP214	7296	33
NUP35	2018	12
NUP37	1214	9
NUP43	5007	9
NUP50	5511	10
NUP50-AS1	1522	4
NUP54	2571	14
NUP62	4247	7
NUP62CL	1771	9
NUP85	2229	18
NUP88	2385	16
NUP93	3491	22
NUP98	7907	34
NUPL1	4351	16
NUPL2	1804	7
NUPR1	1066	4
NUPR1L	602	2
NUS1	4812	5
NUSAP1	2889	14
NUTF2	891	5
NUTM1	4299	9
NUTM2A	3295	7
NUTM2A-AS1	828	6
NUTM2B	3299	7
NUTM2B-AS1	5269	9
NUTM2D	5550	7
NUTM2F	2568	7
NUTM2G	5257	8
NVL	2851	22
NWD1	8723	22
NWD2	7484	7
NXF1	4207	21
NXF2	2315	22
NXF2B	2315	22
NXF3	1915	20
NXF4	3523	16
NXF5	2253	20
NXN	3130	9
NXNL1	910	2
NXNL2	1634	4
NXPE1	1931	6
NXPE2	1784	6
NXPE3	9062	9
NXPE4	2440	7
NXPH1	2924	3
NXPH2	2562	2
NXPH3	5554	2
NXPH4	1806	2
NXT1	1119	2
NXT2	3058	7
NYAP1	3590	7
NYAP2	4596	6
NYNRIN	7763	8
NYX	2631	2
OACYLP	596	5
OAF	1866	4
OARD1	1180	6
OAS1	2572	8
OAS2	6932	13
OAS3	5777	12
OASL	2091	6
OAT	2102	10
OAZ1	1327	6
OAZ2	2095	6
OAZ3	1092	6
OBFC1	6491	10
OBP2A	1016	9
OBP2B	1210	9
OBSCN	15315	64
OBSL1	5656	16
OC90	1796	14
OCA2	3607	23
OCEL1	1139	6
OCIAD1	2728	12
OCIAD2	961	8
OCLM	885	1
OCLN	6586	10
OCM	700	4
OCM2	591	4
OCRL	4754	20
OCSTAMP	1961	3
ODAM	1201	9
ODC1	2887	15
ODF1	996	2
ODF2	5198	27
ODF2L	6530	20
ODF3	1291	7
ODF3B	977	7
ODF3L1	1197	4
ODF3L2	1608	4
ODF4	1152	3
OFD1	3674	23
OGDH	4252	19
OGDHL	3214	19
OGFOD1	3033	13
OGFOD2	3240	13
OGFOD3	4746	11
OGFR	2347	6
OGFR-AS1	671	3
OGFRL1	1667	6
OGFRP1	1244	2
OGG1	3663	12
OGN	3324	8
OGT	5366	21
OIP5	1241	5
OIP5-AS1	1898	4
OIT3	2278	8
OLA1	4367	11
OLAH	1843	9
OLFM1	4411	10
OLFM2	2322	8
OLFM3	4509	9
OLFM4	2924	5
OLFML1	2906	3
OLFML2A	6761	9
OLFML2B	3831	8
OLFML3	2404	5
OLIG1	2280	1
OLIG2	2516	2
OLIG3	2197	1
OLMALINC	991	3
OLR1	2522	6
OMA1	1943	9
OMD	2545	3
OMG	1897	2
OMP	493	1
ONECUT1	2410	3
ONECUT2	16124	2
ONECUT3	1487	2
OOEP	680	3
OOSP1	974	7
OOSP2	1636	4
OPA1	6283	28
OPA1-AS1	505	3
OPA3	9566	3
OPALIN	4258	12
OPCML	6639	9
OPHN1	7556	25
OPLAH	3805	26
OPN1LW	1267	6
OPN1MW	2004	6
OPN1MW2	1289	6
OPN1SW	1103	5
OPN3	2636	4
OPN4	2416	11
OPN5	3786	9
OPRD1	1777	3
OPRK1	5389	6
OPRL1	3611	7
OPRM1	23905	22
OPTC	1452	8
OPTN	3791	17
OR10A2	913	1
OR10A3	946	1
OR10A4	996	1
OR10A5	955	1
OR10A6	946	1
OR10A7	952	1
OR10AD1	955	1
OR10AG1	907	1
OR10C1	1040	1
OR10G2	1106	1
OR10G3	943	1
OR10G4	937	1
OR10G7	937	1
OR10G8	937	1
OR10G9	937	1
OR10H1	1121	1
OR10H2	1030	1
OR10H3	952	1
OR10H4	952	1
OR10H5	949	1
OR10J1	1090	1
OR10J3	991	1
OR10J5	931	1
OR10K1	943	1
OR10K2	940	1
OR10P1	943	1
OR10Q1	1038	1
OR10R2	1009	1
OR10S1	997	1
OR10T2	946	1
OR10V1	931	1
OR10V2P	771	1
OR10W1	1470	1
OR10X1	982	1
OR10Z1	943	1
OR11A1	2230	1
OR11G2	1039	1
OR11H1	982	1
OR11H12	982	1
OR11H2	1087	2
OR11H4	976	1
OR11H6	994	1
OR11L1	970	1
OR12D2	1034	1
OR12D3	1870	1
OR13A1	2082	4
OR13C2	958	1
OR13C3	1045	1
OR13C4	958	1
OR13C5	958	1
OR13C8	964	1
OR13C9	958	1
OR13D1	1042	1
OR13F1	961	1
OR13G1	925	1
OR13H1	928	1
OR13J1	940	1
OR14A16	931	1
OR14C36	940	1
OR14I1	937	1
OR14J1	967	1
OR1A1	931	1
OR1A2	933	1
OR1B1	958	1
OR1C1	946	1
OR1D2	940	1
OR1D4	591	1
OR1D5	940	1
OR1E1	946	1
OR1E2	973	1
OR1F1	940	1
OR1F2P	986	1
OR1G1	943	1
OR1I1	1069	1
OR1J1	970	1
OR1J2	943	1
OR1J4	943	1
OR1K1	952	1
OR1L1	934	1
OR1L3	976	1
OR1L4	937	1
OR1L6	937	1
OR1L8	931	1
OR1M1	943	1
OR1N1	937	1
OR1N2	994	1
OR1Q1	946	1
OR1S1	979	1
OR1S2	979	1
OR2A1	934	1
OR2A1-AS1	951	5
OR2A12	934	1
OR2A14	934	1
OR2A2	958	1
OR2A20P	931	1
OR2A25	934	1
OR2A4	1759	1
OR2A42	934	1
OR2A5	937	1
OR2A7	934	1
OR2A9P	986	1
OR2AE1	973	1
OR2AG1	999	1
OR2AG2	952	1
OR2AK2	1009	1
OR2AP1	931	1
OR2AT4	964	1
OR2B11	955	1
OR2B2	1213	1
OR2B3	1107	1
OR2B6	943	1
OR2C1	1037	1
OR2C3	2744	2
OR2D2	928	1
OR2D3	994	1
OR2F1	1090	1
OR2F2	955	1
OR2G2	955	1
OR2G3	931	1
OR2G6	952	1
OR2H1	2999	3
OR2H2	1064	1
OR2J2	1042	1
OR2J3	2153	3
OR2K2	952	1
OR2L13	2049	3
OR2L1P	926	1
OR2L2	1135	1
OR2L3	940	1
OR2L5	940	1
OR2L8	940	1
OR2M1P	646	1
OR2M2	1045	1
OR2M3	940	1
OR2M4	937	1
OR2M5	940	1
OR2M7	940	1
OR2S2	1048	1
OR2T1	1111	1
OR2T10	940	1
OR2T11	952	1
OR2T12	964	1
OR2T2	976	1
OR2T27	955	1
OR2T29	949	1
OR2T3	958	1
OR2T33	964	1
OR2T34	958	1
OR2T35	973	1
OR2T4	1048	1
OR2T5	949	1
OR2T6	928	1
OR2T8	940	1
OR2V1	949	1
OR2V2	949	1
OR2W1	964	1
OR2W3	946	1
OR2W5	1343	1
OR2Y1	937	1
OR2Z1	1057	1
OR3A1	949	1
OR3A2	1086	1
OR3A3	967	1
OR3A4P	1203	1
OR4A15	1036	1
OR4A16	988	1
OR4A47	931	1
OR4A5	1072	1
OR4B1	931	1
OR4C11	1046	1
OR4C12	1064	1
OR4C13	1030	1
OR4C15	1114	1
OR4C16	934	1
OR4C3	991	1
OR4C45	921	2
OR4C46	931	1
OR4C6	931	1
OR4D1	934	1
OR4D10	937	1
OR4D11	937	1
OR4D2	925	1
OR4D5	958	1
OR4D6	946	1
OR4D9	946	1
OR4E2	943	1
OR4F13P	2059	5
OR4F15	940	1
OR4F16	940	1
OR4F17	919	1
OR4F21	940	1
OR4F29	940	1
OR4F3	940	1
OR4F4	919	1
OR4F5	919	1
OR4F6	940	1
OR4K1	1077	1
OR4K13	916	1
OR4K14	934	1
OR4K15	1048	1
OR4K17	1033	1
OR4K2	946	1
OR4K5	973	1
OR4L1	940	1
OR4M1	943	1
OR4M2	1085	1
OR4N2	1010	2
OR4N3P	935	1
OR4N4	1435	1
OR4N5	928	1
OR4P4	940	1
OR4Q3	943	1
OR4S1	931	1
OR4S2	937	1
OR4X1	919	1
OR4X2	913	1
OR51A2	943	1
OR51A4	943	1
OR51A7	940	1
OR51B2	1056	1
OR51B4	934	1
OR51B5	1940	6
OR51B6	940	1
OR51D1	1125	1
OR51E1	3106	2
OR51E2	2787	2
OR51F1	940	1
OR51F2	1030	1
OR51G1	967	1
OR51G2	946	1
OR51I1	1013	1
OR51I2	1071	1
OR51L1	949	1
OR51M1	1059	1
OR51Q1	1097	1
OR51S1	973	1
OR51T1	1066	1
OR51V1	967	1
OR52A1	940	1
OR52A5	952	1
OR52B2	973	1
OR52B4	1125	1
OR52B6	1009	1
OR52D1	1065	1
OR52E2	979	1
OR52E4	940	1
OR52E6	943	1
OR52E8	955	1
OR52H1	964	1
OR52I1	976	1
OR52I2	1116	1
OR52J3	937	1
OR52K1	1031	1
OR52K2	1068	1
OR52L1	1095	1
OR52M1	955	1
OR52N1	964	1
OR52N2	967	1
OR52N4	1038	1
OR52N5	1035	1
OR52R1	949	1
OR52W1	964	1
OR56A1	1072	1
OR56A3	949	1
OR56A4	1099	1
OR56A5	943	1
OR56B1	1092	1
OR56B4	1153	1
OR5A1	949	1
OR5A2	976	1
OR5AC2	931	1
